id,q_0.1,q_0.2,q_0.3,q_0.4,q_0.5,q_0.6,q_0.7,q_0.8,q_0.9
67.csv_Day7_23h00m,0.0,0.0,0.0,0.0,0.09484841,0.07859344,0.08962019,0.050277412,0.08309275
67.csv_Day7_23h30m,0.0,0.0,0.0,0.0,0.0,0.03412936,0.065940425,0.04219322,0.073178075
67.csv_Day8_0h00m,0.0,0.0,0.0,0.0,0.0021259151,0.0038334653,0.0,0.027508944,0.04406643
67.csv_Day8_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.06308282,0.07272121,0.10397464
67.csv_Day8_1h00m,0.0,0.0,0.0,0.0,0.0045883916,0.0,0.07036989,0.0068685897,0.057736948
67.csv_Day8_1h30m,0.0,0.0,0.0,0.0,0.010550474,0.05316858,0.027659541,0.07103522,0.08394468
67.csv_Day8_2h00m,0.0,0.0,0.0,0.0,0.0050914474,0.0,0.028257955,0.06937124,0.032640778
67.csv_Day8_2h30m,0.0,0.0,0.0,0.0,0.045469705,0.024015144,0.100683644,0.05848439,0.034539744
67.csv_Day8_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.015684102,0.039619394,0.057580702
67.csv_Day8_3h30m,0.0,0.0,0.0,0.007387817,0.0,0.036351055,0.018166095,0.038977936,0.05003385
67.csv_Day8_4h00m,0.0,0.0,0.0,0.0050648227,0.0,0.07466314,0.078379035,0.015195295,0.03850592
67.csv_Day8_4h30m,0.0,0.0,0.0,0.0,0.03527765,0.021739203,0.05605061,0.08178359,0.048913643
67.csv_Day8_5h00m,0.0,0.0,0.0,0.033133816,0.07649603,0.13149421,0.0846056,0.08034339,0.092267714
67.csv_Day8_5h30m,0.0,0.0,0.0,0.12664741,0.20680389,0.0,0.21036479,0.3117391,0.2518743
67.csv_Day8_6h00m,0.0,0.19477496,0.111204766,0.10576267,0.11169103,0.24781804,0.062383708,0.23230857,0.5036629
67.csv_Day8_6h30m,0.0,0.09344828,0.19274607,0.0,0.0038709603,0.69530225,0.39870626,1.0560572,1.4958714
67.csv_Day8_7h00m,0.17872116,0.3019436,0.42619526,0.577567,0.43593976,1.5685976,2.1589067,3.529066,4.7977834
67.csv_Day8_7h30m,1.3329867,2.2971015,2.168525,3.1651044,3.8397028,4.742695,6.657919,8.764288,11.025919
67.csv_Day8_8h00m,4.4784455,7.912034,8.254634,10.230649,11.024503,11.832902,13.636139,16.322134,19.083603
67.csv_Day8_8h30m,7.1435027,12.970058,14.94854,17.473345,18.996447,19.90275,22.030817,24.570532,27.476286
67.csv_Day8_9h00m,9.316767,17.98337,21.172112,24.890825,26.752102,27.751614,30.300077,32.769035,35.57245
67.csv_Day8_9h30m,12.005537,21.428444,26.144695,30.652891,33.492188,34.697876,37.690395,39.781574,42.407043
67.csv_Day8_10h00m,16.593645,27.25288,31.605183,36.754337,38.522415,39.744133,43.359188,45.759037,48.412567
67.csv_Day8_10h30m,17.162008,31.203876,36.649254,42.276047,43.461517,44.74116,48.92791,50.53577,52.410988
67.csv_Day8_11h00m,17.85162,33.886505,41.205204,46.964294,47.98817,49.6226,52.338634,53.52303,55.257656
67.csv_Day8_11h30m,18.607018,34.523754,41.606888,47.730423,49.10678,51.44886,54.062798,55.69322,57.230503
67.csv_Day8_12h00m,18.252235,33.625652,43.5446,49.576363,49.542027,52.1061,54.56864,55.7247,57.176353
67.csv_Day8_12h30m,17.413126,32.87479,40.817116,46.531315,48.20028,51.30713,53.410942,54.71542,56.31063
67.csv_Day8_13h00m,16.78425,29.974958,37.04264,42.512215,45.280483,48.041203,50.879433,52.003723,53.039097
67.csv_Day8_13h30m,13.756087,25.743961,33.07755,38.41466,41.80306,44.912407,47.429165,47.83573,48.92029
67.csv_Day8_14h00m,12.452589,24.150124,31.79874,36.660034,38.221817,40.901093,43.070507,42.985535,44.06099
67.csv_Day8_14h30m,11.494238,21.839844,27.002808,31.471512,32.73309,35.064144,36.762486,36.239285,37.254158
67.csv_Day8_15h00m,8.159258,17.260096,20.602772,24.510632,26.153435,28.462002,29.555817,29.003405,29.893599
67.csv_Day8_15h30m,6.0359344,11.898701,15.033343,18.07196,18.500822,19.945206,21.57788,20.865654,21.714188
67.csv_Day8_16h00m,3.7077303,7.6025095,8.52758,11.15277,11.026333,12.201449,13.836041,12.699276,13.563285
67.csv_Day8_16h30m,0.87108785,2.6835973,2.9633257,4.496884,4.5438056,5.1319423,6.5263305,5.560373,5.961703
67.csv_Day8_17h00m,0.35682636,0.6259222,0.4152433,1.2755835,1.0090809,1.4438194,2.2862191,1.7179706,2.2256465
67.csv_Day8_17h30m,0.0,0.0,0.0,0.0,0.0,0.3153621,0.11349375,0.5037627,0.6315143
67.csv_Day8_18h00m,0.0,0.0,0.0,0.105077796,0.033018246,0.07501663,0.12551433,0.07440359,0.33155212
67.csv_Day8_18h30m,0.0,0.0,0.012490045,0.0,0.09031184,0.0220616,0.18557337,0.15016899,0.16350664
67.csv_Day8_19h00m,0.0,0.0,0.0,0.0,0.0,0.07368711,0.10818907,0.045029525,0.16934508
67.csv_Day8_19h30m,0.0,0.0,0.0,0.005980978,0.0,0.08612422,0.010833463,0.05776472,0.07918233
67.csv_Day8_20h00m,0.0,0.0,0.0,0.0,0.011126408,0.021734418,0.023832591,0.03819052,0.029326363
67.csv_Day8_20h30m,0.0,0.0,0.0,0.02801082,0.0,0.0588132,0.034543436,0.054766312,0.035855275
67.csv_Day8_21h00m,0.0,0.0,0.0,0.0,0.0,0.028036281,0.02961145,0.025571479,0.09093302
67.csv_Day8_21h30m,0.0,0.0,0.0,0.0,0.0,0.088228814,0.02171962,0.02511543,0.035541136
67.csv_Day8_22h00m,0.0,0.0,0.0,0.0,0.042167228,0.043661367,0.05989343,0.007108379,0.067866415
67.csv_Day8_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.017006306,0.032601807,0.032841727
67.csv_Day8_23h00m,0.0,0.0,0.0,0.0,0.0,0.047941618,0.0,0.014760865,0.051404245
67.csv_Day8_23h30m,0.0,0.0,0.0,0.012879889,0.0,0.015511129,0.037317567,0.050771005,0.059865423
68.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.09791647,0.05662163,0.14528811,0.07078552
68.csv_Day7_0h30m,0.0,0.0,0.0,0.0,0.0,0.04842495,0.038652465,0.10186024,0.07206617
68.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.022527507,0.0067348555,0.0,0.042800065,0.07581847
68.csv_Day7_1h30m,0.0,0.0,0.0,0.046317995,0.014958104,0.0905061,0.05194837,0.073022544,0.022982197
68.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.09125279,0.08431582,0.101417094,0.11119031
68.csv_Day7_2h30m,0.0,0.0,0.0007178858,0.0,0.03887654,0.051398464,0.13999638,0.03647088,0.059639942
68.csv_Day7_3h00m,0.0,0.0,0.0,0.0,0.011752158,0.0,0.11627986,0.056775402,0.098624825
68.csv_Day7_3h30m,0.0,0.0,0.0,0.0,0.09508766,0.0855822,0.0,0.003975071,0.07352255
68.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.08179216,0.026067674,0.05243026,0.08654204
68.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.046125393,0.006911397,0.14525625,0.05051036,0.04855165
68.csv_Day7_5h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10563845,0.19660051
68.csv_Day7_5h30m,0.0,0.0,0.0,0.28221303,0.22274882,0.1820665,0.6015487,0.7135977,1.046574
68.csv_Day7_6h00m,0.78734493,0.5802711,0.54522866,2.3681958,2.7853458,3.0429986,2.817678,3.7871602,4.456609
68.csv_Day7_6h30m,2.384453,2.4581614,3.3870296,6.6259575,8.214534,10.095536,9.454555,11.2585,11.896065
68.csv_Day7_7h00m,4.4709826,5.6005015,8.410909,13.0680685,16.050999,18.81262,19.104136,21.64757,22.103876
68.csv_Day7_7h30m,7.3650117,10.9717,15.698696,21.165287,26.046339,28.87044,29.061264,32.32475,32.603207
68.csv_Day7_8h00m,10.011408,15.379414,21.480253,27.540369,35.53324,38.231804,38.83511,42.271805,42.77214
68.csv_Day7_8h30m,13.491751,20.273651,28.04594,34.66127,44.571186,46.973858,48.49524,51.58607,51.9856
68.csv_Day7_9h00m,15.419723,24.68933,33.717045,40.398167,52.651104,55.449627,57.48593,60.322224,60.37204
68.csv_Day7_9h30m,17.803612,26.87415,36.974503,43.870598,58.805954,61.467865,64.814644,67.37382,67.60041
68.csv_Day7_10h00m,19.381126,31.65113,42.190414,49.039528,65.023895,67.80259,71.0388,74.03637,74.28584
68.csv_Day7_10h30m,19.354134,31.603846,42.004147,47.980618,67.72468,71.62863,75.39777,78.98619,79.19258
68.csv_Day7_11h00m,18.219143,28.990484,41.237892,46.909027,67.55233,71.39812,77.83201,81.80026,82.325165
68.csv_Day7_11h30m,17.897478,30.014622,41.27945,46.747375,69.06871,73.74322,79.83795,84.096664,84.36126
68.csv_Day7_12h00m,17.08488,29.11832,40.37746,45.25677,68.22648,74.09032,80.607376,84.37284,84.89559
68.csv_Day7_12h30m,15.925295,28.850918,41.047737,45.70556,67.48769,74.09955,78.91548,83.11706,83.92238
68.csv_Day7_13h00m,14.357826,26.822447,37.976006,42.798313,65.51472,71.446205,76.66013,80.9263,81.46754
68.csv_Day7_13h30m,11.279627,24.722586,35.266754,39.8327,62.61893,68.29829,72.91954,77.32817,78.056885
68.csv_Day7_14h00m,12.219496,22.730352,34.793274,38.834904,58.05954,64.138275,69.27753,72.3926,73.59456
68.csv_Day7_14h30m,9.141916,17.572226,27.832209,31.320435,51.211533,57.462105,61.426296,65.33364,66.738785
68.csv_Day7_15h00m,6.4835653,13.917874,22.6048,26.348928,43.474358,48.636562,53.15573,57.361843,58.652443
68.csv_Day7_15h30m,4.272219,12.95398,20.668743,23.520891,39.43874,43.78029,45.896572,49.444283,50.933582
68.csv_Day7_16h00m,3.29154,9.734347,16.700726,19.220772,32.3552,36.41408,37.59552,40.531742,41.8007
68.csv_Day7_16h30m,2.4342961,8.094085,14.05251,16.46919,26.120153,29.0826,29.170025,31.107168,32.415962
68.csv_Day7_17h00m,1.5974431,4.7908006,8.232696,10.204651,16.336462,19.301046,18.772087,20.422348,21.738092
68.csv_Day7_17h30m,0.6005867,1.2791872,3.1722615,4.7486415,7.9982696,10.199742,9.029907,10.717876,11.435738
68.csv_Day7_18h00m,0.14422294,0.2540424,0.53204286,1.8635999,2.4897666,3.3172417,2.4930031,3.5478847,4.0818286
68.csv_Day7_18h30m,0.08878738,0.0,0.0,0.08881114,0.3616957,0.322721,0.30048445,0.65608,0.84374815
68.csv_Day7_19h00m,0.0,0.0,0.0,0.0,0.06697324,0.014031613,0.0,0.08976595,0.17035738
68.csv_Day7_19h30m,0.0,0.0,0.015009962,0.033337086,0.0,0.06134033,0.07840176,0.05876705,0.038905613
68.csv_Day7_20h00m,0.0,0.0,0.0,0.0,0.0,0.060670555,0.08635067,0.04253604,0.103673965
68.csv_Day7_20h30m,0.0,0.0,0.0,0.0,0.0,0.044463478,0.045586713,0.08498723,0.067267716
68.csv_Day7_21h00m,0.0,0.0,0.0,0.0,0.01998629,0.006486159,0.072745696,0.10044514,0.06669876
68.csv_Day7_21h30m,0.0,0.0,0.0,0.0,0.008916428,0.12290396,0.08295337,0.04490097,0.08166023
68.csv_Day7_22h00m,0.0,0.0,0.0,0.0,0.013252884,0.0,0.14753242,0.09375617,0.1023832
68.csv_Day7_22h30m,0.0,0.0,0.0,0.0,0.0,0.09568167,0.060010653,0.06206292,0.056587897
68.csv_Day7_23h00m,0.0,0.0,0.0,0.0,0.17627396,0.09332337,0.13530199,0.08156034,0.10734913
68.csv_Day7_23h30m,0.0,0.0,0.0,0.0018280242,0.0068783425,0.0,0.10853082,0.013152905,0.07132603
68.csv_Day8_0h00m,0.0,0.0,0.0,0.0,0.010666046,0.002482906,0.0,0.060814403,0.08217524
68.csv_Day8_0h30m,0.0,0.0,0.0,0.0,0.04202283,0.0,0.044676296,0.113994636,0.1668478
68.csv_Day8_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.06257116,0.031698737,0.084379114
68.csv_Day8_1h30m,0.0,0.0,0.0,0.0,0.07228718,0.05688353,0.080385104,0.07411658,0.10604531
68.csv_Day8_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.046954546,0.07445797,0.0807942
68.csv_Day8_2h30m,0.0,0.0,0.0,0.0,0.028373826,0.047671407,0.1838591,0.11342138,0.056651838
68.csv_Day8_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.029313084,0.06330228,0.08658358
68.csv_Day8_3h30m,0.0,0.0,0.0,0.0,0.0,0.035099253,0.044655714,0.03156542,0.08620101
68.csv_Day8_4h00m,0.0,0.0,0.0,0.024207994,0.04595636,0.0,0.11185263,0.035351515,0.059058666
68.csv_Day8_4h30m,0.0,0.0,0.0,0.0,0.05131244,0.007755723,0.10787025,0.15808627,0.08992095
68.csv_Day8_5h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.03284473,0.084115945,0.23249859
68.csv_Day8_5h30m,0.0,0.0,0.0,0.28916594,0.2878613,0.18251924,0.5345722,1.0380131,1.2077374
68.csv_Day8_6h00m,0.3724336,0.8687315,0.70988595,2.5708108,2.7686408,3.4027944,2.935608,4.120352,4.860986
68.csv_Day8_6h30m,1.9109578,3.012718,4.291104,7.4009233,8.481353,10.741297,9.838186,11.830821,12.240595
68.csv_Day8_7h00m,4.5179744,6.778287,9.5365305,14.099279,16.886967,19.97151,19.288692,22.151257,22.626978
68.csv_Day8_7h30m,7.4953823,11.988496,16.221092,21.801939,27.456835,29.941357,29.92994,32.995125,33.554188
68.csv_Day8_8h00m,10.2740555,17.368666,23.460213,29.808496,37.942635,40.51168,40.043816,43.1368,43.677586
68.csv_Day8_8h30m,13.611423,22.26898,29.617031,35.745163,46.852848,49.44558,49.638752,52.612705,53.092575
68.csv_Day8_9h00m,15.118515,26.217436,35.380013,42.250526,54.40984,57.231163,58.59349,61.27481,61.67454
68.csv_Day8_9h30m,17.473482,29.804115,40.018402,47.3311,61.529587,64.136086,66.76916,68.95172,69.259384
68.csv_Day8_10h00m,19.626429,33.3943,45.101055,51.790955,67.98342,70.084045,72.78057,75.49612,76.01424
68.csv_Day8_10h30m,18.629593,33.436275,46.048447,51.78258,71.304756,73.84673,77.318115,80.329605,80.5738
68.csv_Day8_11h00m,18.054125,31.650694,45.309902,50.40346,71.056854,75.35404,80.38067,83.83635,84.35949
68.csv_Day8_11h30m,18.724556,33.565666,46.472984,51.82861,72.43609,78.14333,82.5132,86.30761,86.425186
68.csv_Day8_12h00m,16.790445,30.69782,46.59605,50.936806,72.098816,78.43323,83.02433,86.600815,87.44615
68.csv_Day8_12h30m,16.545824,29.107231,42.209854,46.852554,69.08344,77.02303,80.987656,85.11253,86.45
68.csv_Day8_13h00m,15.904196,28.276157,40.77466,44.797546,68.98044,75.246956,78.96072,83.13943,84.16169
68.csv_Day8_13h30m,11.3649435,24.570816,36.524845,40.819977,64.28781,71.446304,75.15131,79.06576,80.32549
68.csv_Day8_14h00m,13.048088,23.481424,35.653797,38.97293,59.93952,66.78225,70.69354,74.00896,75.50347
68.csv_Day8_14h30m,9.765514,19.688623,29.458338,32.94816,52.977547,59.852848,63.713577,67.16143,68.47484
68.csv_Day8_15h00m,8.147392,18.18239,25.545485,28.613628,46.06528,53.102974,55.525875,59.34738,61.039043
68.csv_Day8_15h30m,4.9320626,13.485304,21.043617,23.781128,40.350742,45.45083,47.150463,50.61527,52.32043
68.csv_Day8_16h00m,3.9512343,11.423225,17.996004,20.658201,34.144955,38.066277,38.783493,41.758186,43.648605
68.csv_Day8_16h30m,2.323818,8.788132,14.44257,16.817116,27.42048,29.979664,29.442537,32.32326,33.596447
68.csv_Day8_17h00m,1.7315546,5.451498,8.9588,10.838148,17.338604,19.949423,19.77787,21.365044,22.418428
68.csv_Day8_17h30m,0.6515421,1.5891738,3.6531937,5.038325,8.3165,10.470685,9.337709,11.465386,11.869792
68.csv_Day8_18h00m,0.17436484,0.5670197,0.80684644,2.1333935,2.5571563,3.4151511,2.6975515,3.698575,4.494355
68.csv_Day8_18h30m,0.04454206,0.0,0.0,0.18793514,0.31759495,0.19959408,0.32293066,0.72458386,1.0252463
68.csv_Day8_19h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.043432422,0.07460758,0.22009033
68.csv_Day8_19h30m,0.0,0.0,0.0,0.053580575,0.045362994,0.03220869,0.031319253,0.10688636,0.114054695
68.csv_Day8_20h00m,0.0,0.0,0.0,0.0,0.058153786,0.05658707,0.03980814,0.0411406,0.04098413
68.csv_Day8_20h30m,0.0,0.0,0.0,0.0,0.0,0.11585227,0.067406386,0.07448723,0.047519166
68.csv_Day8_21h00m,0.0,0.0,0.0,0.0,0.036408693,0.05887091,0.05034781,0.03703527,0.12432214
68.csv_Day8_21h30m,0.0,0.0,0.0,0.0,0.028063543,0.09649668,0.036393635,0.025770947,0.058891688
68.csv_Day8_22h00m,0.0,0.0,0.0,0.0,0.123037755,0.08145383,0.10588665,0.01696785,0.08099422
68.csv_Day8_22h30m,0.0,0.0,0.0,0.0,0.013512444,0.0,0.012051957,0.06006464,0.068091884
68.csv_Day8_23h00m,0.0,0.0,0.0,0.0,0.0,0.11702009,0.011455692,0.014232552,0.07969578
68.csv_Day8_23h30m,0.0,0.0,0.005744649,0.0,0.00418704,0.0,0.04382702,0.07476097,0.071710944
69.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.09948392,0.08196396,0.16880468,0.1159859
69.csv_Day7_0h30m,0.0,0.0,0.0,0.0,0.0,0.04908541,0.063824214,0.1294149,0.09423234
69.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.016484892,0.0034891702,0.0,0.07934052,0.07370667
69.csv_Day7_1h30m,0.0,0.0,0.0,0.017955506,0.011741823,0.11160408,0.04197728,0.08435841,0.022706794
69.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.071473815,0.09967442,0.10897219,0.16346294
69.csv_Day7_2h30m,0.0,0.0,0.06843547,0.0,0.021577008,0.0,0.16836904,0.017421175,0.07488841
69.csv_Day7_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.13078822,0.055476885,0.13690057
69.csv_Day7_3h30m,0.0,0.0,0.0,0.0,0.103160515,0.047340903,0.0,0.030465387,0.13529249
69.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.050525714,0.059606045,0.080469996,0.105113104
69.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.027083356,0.0,0.14221756,0.07081395,0.039580785
69.csv_Day7_5h00m,0.12623426,0.071387716,0.263091,0.4796022,1.3304371,1.9492595,2.1491544,3.0272515,3.471195
69.csv_Day7_5h30m,0.5874478,3.4314926,4.20339,6.5677705,7.02993,7.501253,8.273331,9.896582,11.256035
69.csv_Day7_6h00m,5.337625,9.07951,10.668658,14.460311,14.722542,15.140721,15.777965,18.77674,21.1164
69.csv_Day7_6h30m,9.204457,14.428246,17.514456,23.090183,22.563334,23.993448,23.769756,27.600363,30.255468
69.csv_Day7_7h00m,13.2801285,19.547216,24.034273,31.588514,30.420696,32.191364,32.88651,37.061092,40.09662
69.csv_Day7_7h30m,17.337591,24.68026,31.260668,40.574757,39.213795,41.278675,42.338062,46.96451,50.22195
69.csv_Day7_8h00m,19.877722,28.855366,37.44549,49.377937,48.19568,49.781475,50.640564,55.89009,59.429977
69.csv_Day7_8h30m,24.31196,33.969837,43.76853,57.931534,56.276226,57.39657,59.32065,65.043274,68.31165
69.csv_Day7_9h00m,24.860672,36.082523,47.947704,64.103645,63.402172,65.02804,66.90545,73.45885,76.652756
69.csv_Day7_9h30m,28.092112,38.918255,51.740143,69.572556,69.85007,70.93147,73.39837,80.543304,83.70584
69.csv_Day7_10h00m,25.85863,40.55219,53.576424,72.60887,73.81055,75.14892,77.962105,85.92278,89.1206
69.csv_Day7_10h30m,24.758007,36.52487,48.827328,68.01795,73.70124,76.67226,80.63127,89.01856,92.06083
69.csv_Day7_11h00m,19.723806,31.203012,47.988716,68.89472,74.89823,77.18101,82.19238,91.93083,95.131294
69.csv_Day7_11h30m,19.262148,31.81971,46.66685,66.97321,74.601006,78.07791,83.20541,93.59117,96.38529
69.csv_Day7_12h00m,14.859574,26.08507,41.58063,61.43284,71.767136,76.83011,83.312325,93.41819,96.189156
69.csv_Day7_12h30m,12.842762,27.084139,42.706,61.312336,70.71917,77.00152,82.155014,92.59051,95.764084
69.csv_Day7_13h00m,13.04535,25.440979,39.747047,57.933167,69.39452,74.292496,79.50962,90.448,93.43257
69.csv_Day7_13h30m,6.8572555,22.118795,34.51285,50.802937,63.803745,68.76057,74.743546,85.34854,88.47446
69.csv_Day7_14h00m,14.427029,22.474962,36.56983,52.263588,60.650814,65.74483,71.83998,79.81272,83.630424
69.csv_Day7_14h30m,8.0721445,14.7282295,28.057981,41.77461,53.76257,59.600502,65.41044,74.8258,78.848785
69.csv_Day7_15h00m,6.868016,12.398122,23.666756,36.16752,45.619835,50.451355,58.571415,68.15105,71.87692
69.csv_Day7_15h30m,2.1579018,8.8487215,18.605562,27.663279,40.656345,45.533722,53.353596,60.45195,64.02277
69.csv_Day7_16h00m,2.3322833,6.214608,15.305786,22.16497,33.734673,38.486557,45.855064,51.903755,55.598812
69.csv_Day7_16h30m,2.6227427,6.7012763,14.927698,19.665447,28.716358,32.69048,38.621216,42.953278,46.76291
69.csv_Day7_17h00m,2.1807005,3.8066492,8.442808,11.433652,18.367264,22.407984,28.599337,32.583897,36.680798
69.csv_Day7_17h30m,1.00354,2.5311341,5.855213,8.187122,12.968069,15.963679,20.315577,24.807161,27.818651
69.csv_Day7_18h00m,0.4856129,2.2955306,4.4414444,6.6696925,9.588151,11.2880335,13.963962,17.290493,19.445524
69.csv_Day7_18h30m,0.5770187,0.71651393,1.7353626,2.359422,4.4325666,5.2983623,7.1036897,9.384473,10.748364
69.csv_Day7_19h00m,0.20033114,0.036474995,0.30886978,0.4357078,1.0959554,1.4751749,1.8533783,2.9915438,3.7873626
69.csv_Day7_19h30m,0.0,0.0,0.0,0.060423642,0.0,0.05361898,0.07604113,0.0516316,0.03825718
69.csv_Day7_20h00m,0.0,0.0,0.0,0.0,0.0,0.046515673,0.1050928,0.024460744,0.12815924
69.csv_Day7_20h30m,0.0,0.0,0.0,0.0,0.0,0.047862202,0.0872786,0.07857997,0.066802904
69.csv_Day7_21h00m,0.0,0.0,0.0,0.0,0.0,0.034511153,0.1320986,0.06814438,0.079918176
69.csv_Day7_21h30m,0.0,0.0,0.0,0.0,0.039573744,0.06682014,0.118513145,0.10620423,0.09171532
69.csv_Day7_22h00m,0.0,0.0,0.0,0.0,0.0028618649,0.0,0.13651581,0.1466119,0.13037698
69.csv_Day7_22h30m,0.0,0.0,0.0,0.0,0.0,0.08782032,0.03983966,0.080052316,0.08184577
69.csv_Day7_23h00m,0.0,0.0,0.023157509,0.0,0.20257609,0.09267003,0.1023529,0.082863584,0.11552274
69.csv_Day7_23h30m,0.0,0.0,0.0,0.0,0.06766981,0.0,0.11164126,0.0,0.09678563
69.csv_Day8_0h00m,0.0,0.0,0.0,0.0,0.020301308,0.032585174,0.0,0.08370554,0.110338494
69.csv_Day8_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.06669055,0.14259522,0.18995012
69.csv_Day8_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.110110156,0.062473368,0.10897104
69.csv_Day8_1h30m,0.0,0.0,0.0,0.0,0.104881085,0.061648607,0.07288133,0.06935783,0.13231105
69.csv_Day8_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.07190941,0.09300348,0.12553665
69.csv_Day8_2h30m,0.0,0.0,0.0,0.0,0.0,0.06765494,0.21611838,0.13007623,0.08130127
69.csv_Day8_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.041729663,0.08737044,0.10929275
69.csv_Day8_3h30m,0.0,0.0,0.0,0.0,0.0,0.049420603,0.06426726,0.0369817,0.0985582
69.csv_Day8_4h00m,0.0,0.0,0.0,0.04782787,0.08049479,0.06910571,0.13243093,0.080052,0.11118627
69.csv_Day8_4h30m,0.0,0.0,0.0,0.0,0.011413524,0.0,0.11477117,0.19499521,0.114113025
69.csv_Day8_5h00m,0.07127383,0.2348863,0.33433166,0.7550593,1.3749815,1.932001,2.2107553,3.0335631,3.603734
69.csv_Day8_5h30m,0.7727443,3.2852433,4.0030756,6.022441,6.857059,7.3590584,8.203009,10.282365,11.492531
69.csv_Day8_6h00m,4.0051537,8.921553,10.516075,14.420462,14.687141,15.679522,15.745484,18.882626,21.290249
69.csv_Day8_6h30m,7.689772,14.895335,18.253391,23.675234,23.045654,25.09834,24.17606,28.238258,30.67723
69.csv_Day8_7h00m,11.874465,20.75001,25.347433,32.618958,31.33031,33.848366,33.12534,37.264126,40.234196
69.csv_Day8_7h30m,17.318356,26.87476,32.671513,41.92748,41.060898,42.717957,42.847492,46.80162,50.345257
69.csv_Day8_8h00m,19.74086,32.138195,40.56635,52.302307,50.6879,52.39488,52.063484,56.295162,59.531647
69.csv_Day8_8h30m,24.14424,38.008278,46.191753,59.362423,58.778812,60.482147,60.248875,65.1586,68.21516
69.csv_Day8_9h00m,24.75759,42.09804,52.64239,68.8679,66.65187,68.257774,68.18659,73.86578,76.84834
69.csv_Day8_9h30m,27.186363,46.44841,57.713905,76.00166,74.282074,75.256615,75.697754,80.90089,83.57028
69.csv_Day8_10h00m,24.450272,43.614643,57.65233,76.47433,78.64841,79.39804,80.53057,87.053215,89.933716
69.csv_Day8_10h30m,22.25931,38.76742,53.50711,71.94572,79.08437,80.63175,83.298325,90.71524,93.13552
69.csv_Day8_11h00m,20.064297,34.93138,51.92407,71.235176,79.283134,81.93782,84.99047,93.04732,95.75433
69.csv_Day8_11h30m,19.638046,37.82416,53.378635,72.889244,80.66232,85.183266,87.47678,96.14312,98.23309
69.csv_Day8_12h00m,15.206718,31.612272,50.99028,69.4558,79.25623,84.420586,87.22822,95.11892,98.08898
69.csv_Day8_12h30m,16.759115,30.11926,45.62281,63.65833,75.06369,82.368484,85.37536,94.21527,97.527985
69.csv_Day8_13h00m,14.624248,28.340376,42.532207,58.503357,74.08366,79.82891,83.5859,91.8625,94.99003
69.csv_Day8_13h30m,7.8383775,25.169474,38.083843,53.478058,68.02398,74.92563,79.01558,87.08095,90.39991
69.csv_Day8_14h00m,13.652727,25.393612,38.681816,52.07139,64.74189,70.84514,75.51564,82.37854,85.71502
69.csv_Day8_14h30m,7.6117935,19.007397,30.800526,43.412,57.583065,63.88171,69.369194,76.50643,79.576035
69.csv_Day8_15h00m,8.086376,18.67245,26.94631,36.94601,49.68222,57.340385,63.135113,69.755905,73.2893
69.csv_Day8_15h30m,3.0064588,11.4795685,20.088474,27.975372,42.416763,48.40799,55.963455,61.679184,65.04256
69.csv_Day8_16h00m,2.5200663,8.993147,16.981676,22.625998,35.621956,40.733757,48.189045,53.101196,57.061203
69.csv_Day8_16h30m,1.723778,6.9214272,14.548205,18.832186,29.797436,33.866734,39.789852,44.076305,47.57032
69.csv_Day8_17h00m,2.1903043,4.612559,9.092152,11.569452,19.542532,23.573545,30.02291,33.545994,37.05432
69.csv_Day8_17h30m,1.2345059,2.3449795,5.6360674,7.387548,12.970997,16.18999,20.67732,25.394438,27.912716
69.csv_Day8_18h00m,0.6917384,2.5114243,4.3771486,6.496935,9.614491,11.393795,13.97452,17.35254,19.812897
69.csv_Day8_18h30m,0.47297385,0.7024784,1.6815214,2.4348793,4.695392,5.2072916,7.076414,9.506037,11.068222
69.csv_Day8_19h00m,0.0,0.0,0.25760013,0.32313052,0.75075877,1.3817499,1.9035354,3.0631268,3.8757625
